label,Company,Country,Federal state,Municipality,Side,Wood species,Harvesting date,GPS coordinate lat,GPS coordinate long,Trunc diameter,Size class,Quality class,Assortment,Length,Lumber quantity,Moon phase,Date of Sale,Customer,Export,National Trade,Certification,Loading point (GPS lat),Loading point (GPS long)
F1L1,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/1/24 0:00,46.828579,12.982120,34,D3a,B,Bloch,5,0.45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L800,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/22/24 0:00,46.843496,12.960855,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L801,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/23/24 0:00,46.837939,12.948076,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L802,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/23/24 0:00,46.837267,12.994269,44,D4,C,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L803,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.824029,12.970615,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L804,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.838909,12.969760,28,D2b,C,Bloch,5,0,3,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L805,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.856178,12.961692,32,D3a,B,Bloch,5,0,4,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L806,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.827248,12.971551,37,D3b,C,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L807,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.850633,12.966350,52,D5,A,Wertholz,10,2,12,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L808,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.822761,12.942120,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L809,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.836070,12.957868,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L810,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.841344,12.959922,37,D3b,B,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L811,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.818791,12.968098,27,D2b,B,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L812,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.851146,12.973991,31,D3a,B,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L813,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.849354,12.991099,42,D4,C,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L814,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.817443,12.958590,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L815,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.850534,12.975192,34,D3a,B,Bloch,5,0,45,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L816,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.850959,12.985642,33,D3a,C,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L817,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.840090,12.991210,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L818,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.835679,12.957805,43,D4,C,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L819,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/23/24 0:00,46.839601,12.943569,27,D2b,A,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L820,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.818629,12.954456,46,D4,C,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L821,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.829092,12.946393,42,D4,C,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L822,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/23/24 0:00,46.852350,12.997307,42,D4,C,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L823,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.817094,12.978166,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L824,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.826076,12.982781,36,D3b,C,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L825,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.844188,12.952181,20,D2a,B,Bloch,5,0,15,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L826,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.828509,12.970483,52,D5,C,Bloch,5,1,06,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L827,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.839836,12.955479,53,D5,B,Bloch,5,1,1,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L828,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.847844,12.987675,38,D3b,C,Bloch,5,0,56,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L829,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.850288,12.944415,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L830,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.828167,12.954819,39,D3b,C,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L831,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.853694,12.948237,26,D2b,C,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L832,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.839742,12.997583,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L833,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.837166,12.975838,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L834,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.824287,12.965556,25,D2b,B,Bloch,5,0,24,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L835,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/23/24 0:00,46.825742,12.946112,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L836,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/23/24 0:00,46.838229,12.965993,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L837,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.835836,12.978044,21,D2a,B,Bloch,5,0,17,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L838,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.819045,12.993489,36,D3b,C,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L839,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.832246,12.943409,56,D5,B,Bloch,5,1,23,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L840,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.842871,12.982432,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L841,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.825039,12.981577,28,D2b,B,Bloch,5,0,3,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L842,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.823685,12.973074,40,D4,C,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L843,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/23/24 0:00,46.842957,12.942248,24,D2a,B,Bloch,5,0,22,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L844,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.849386,12.983385,31,D3a,B,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L845,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.819406,12.970118,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L846,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/23/24 0:00,46.815387,12.942450,53,D5,B,Bloch,5,1,1,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L847,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.819105,12.979171,55,D5,C,Bloch,5,1,18,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L848,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/23/24 0:00,46.826094,12.942055,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L849,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/23/24 0:00,46.830546,12.975641,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L850,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/23/24 0:00,46.852672,12.942501,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L851,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.816306,12.971533,45,D4,A,Wertholz,7,1,11,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L852,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.856693,12.972810,45,D4,B,Bloch,5,0,79,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L853,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/26/24 0:00,46.830362,12.941845,39,D3b,B,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L854,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.846976,12.975300,44,D4,B,Bloch,5,0,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L855,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.831947,12.973793,23,D2a,C,Bloch,5,0,2,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L856,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.851798,12.946168,49,D4,B,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L857,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.846003,12.981435,39,D3b,B,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L858,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.826580,12.952918,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L859,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.853536,12.983297,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L860,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.846649,12.964104,35,D3b,C,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L861,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.848588,12.976393,42,D4,C,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L862,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.829003,12.961048,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L863,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.818227,12.978324,43,D4,B,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L864,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.828538,12.969585,34,D3a,B,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L865,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/26/24 0:00,46.815280,12.978247,63,D6,B,Bloch,5,1,55,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L866,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.852047,12.987620,29,D2b,B,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L867,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.830096,12.983089,29,D2b,B,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L868,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/26/24 0:00,46.821334,12.982474,39,D3b,C,Bloch,5,0,59,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L869,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.831696,12.979018,55,D5,C,Bloch,5,1,18,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L870,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.821304,12.940483,29,D2b,C,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L871,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.817721,12.991454,26,D2b,B,Bloch,5,0,26,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L872,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.815224,12.970085,58,D5,B,Bloch,5,1,32,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L873,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.839846,12.957457,57,D5,B,Bloch,5,1,27,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L874,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.820148,12.948552,31,D3a,C,Bloch,5,0,37,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L875,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.816097,12.946619,20,D2a,C,Bloch,5,0,15,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L876,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.839433,12.962498,35,D3b,C,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L877,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/26/24 0:00,46.833780,12.942808,31,D3a,C,Bloch,5,0,37,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L878,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.853331,12.960304,38,D3b,B,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L879,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.829330,12.963937,25,D2b,B,Bloch,5,0,24,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L880,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.816028,12.950644,60,D6,C,Bloch,5,1,41,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L881,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.827405,12.956771,40,D4,B,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L882,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.830182,12.979095,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L883,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.847855,12.978028,52,D5,B,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L884,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.819895,12.982452,48,D4,B,Bloch,5,0,9,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L885,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.829798,12.973257,34,D3a,B,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L886,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.822440,12.973468,56,D5,C,Bloch,5,1,23,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L887,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.849257,12.975590,44,D4,C,Bloch,5,0,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L888,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.851069,12.954920,48,D4,B,Bloch,5,0,9,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L889,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/26/24 0:00,46.852981,12.976244,51,D5,C,Bloch,5,1,02,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L890,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.845177,12.977753,28,D2b,C,Bloch,5,0,3,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L891,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.838136,12.989386,52,D5,B,Bloch,5,1,06,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L892,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/26/24 0:00,46.831466,12.939507,47,D4,C,Bloch,5,0,86,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L893,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.839643,12.978215,44,D4,C,Bloch,5,0,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L894,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.829458,12.996297,30,D3a,A,Bloch,5,0,35,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L895,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.833674,12.966097,55,D5,C,Bloch,5,1,18,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L896,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/26/24 0:00,46.828788,12.953771,33,D3a,C,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L897,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/26/24 0:00,46.854770,12.947211,43,D4,B,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L898,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/26/24 0:00,46.855671,12.972051,34,D3a,B,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L899,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/26/24 0:00,46.830246,12.958071,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L900,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/26/24 0:00,46.824009,12.990297,49,D4,B,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L901,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/27/24 0:00,46.840161,12.981507,54,D5,C,Bloch,5,1,14,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L902,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/27/24 0:00,46.852735,12.940072,30,D3a,C,Bloch,5,0,35,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L903,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/27/24 0:00,46.850745,12.976446,40,D4,C,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L904,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.818554,12.962766,67,D6,C,Bloch,5,1,76,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L905,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.824116,12.954670,43,D4,B,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L906,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.818977,12.952621,38,D3b,C,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L907,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.835584,12.967557,36,D3b,B,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L908,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.816600,12.959548,34,D3a,B,Bloch,5,0,45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L909,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.833307,12.955869,25,D2b,C,Bloch,5,0,24,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L910,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.834568,12.963013,48,D4,B,Bloch,5,0,9,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L911,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.856106,12.993777,40,D4,B,Bloch,5,0,62,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L912,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.855713,12.948545,53,D5,C,Bloch,5,1,1,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L913,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.825487,12.947086,46,D4,C,Bloch,5,0,83,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L914,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.840297,12.954528,45,D4,A,Wertholz,5,0,79,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L915,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.848414,12.993199,29,D2b,A,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L916,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.825372,12.973351,35,D3b,B,Bloch,5,0,48,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L917,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.833872,12.941734,43,D4,C,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L918,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.830115,12.953526,53,D5,B,Bloch,5,1,1,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L919,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.850573,12.982489,38,D3b,C,Bloch,5,0,56,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L920,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.852355,12.968769,37,D3b,C,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L921,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.841759,12.982490,49,D4,C,Bloch,5,0,94,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L922,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/27/24 0:00,46.852213,12.941610,28,D2b,C,Bloch,5,0,3,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L923,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/27/24 0:00,46.827051,12.962847,36,D3b,C,Bloch,5,0,5,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L924,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.836981,12.959617,37,D3b,B,Bloch,5,0,53,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L925,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.818819,12.957091,41,D4,B,Bloch,5,0,66,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L926,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.850555,12.983554,70,D6,C,Bloch,5,1,92,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L927,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.846837,12.991054,42,D4,B,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L928,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.850247,12.963102,69,D6,C,Bloch,5,1,86,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L929,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.835100,12.959502,42,D4,B,Bloch,5,0,69,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L930,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.846346,12.956702,55,D5,C,Bloch,5,1,18,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L931,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/27/24 0:00,46.827744,12.981329,33,D3a,C,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L932,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/27/24 0:00,46.826193,12.953946,43,D4,B,Bloch,5,0,72,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L933,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/27/24 0:00,46.825434,12.965210,29,D2b,B,Bloch,5,0,33,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L934,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/27/24 0:00,46.820848,12.977838,33,D3a,C,Bloch,5,0,42,full moon,,sawmill,no,yes,no,46.840642,12.941741
